record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:borealisdata.ca-dataverse-ubc:1177302_150149,gemini-3.1-flash-lite,True,mountain pine beetle; MPB; lodgepole pine; jack pine,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record provides datasets regarding the population dynamics and management of mountain pine beetles in commercial pine forests.,1226,142,
oai:open.alberta.ca:manual-payments-for-the-business-cost-program-and-rural-remote-northern-program-made-to-alberta,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record provides statistical data regarding manual payments made to physicians under specific government health programs.,799,108,
oai:open.canada.ca:23c90d26-97f1-43cc-b48f-b3e2df20b5d2,gemini-3.1-flash-lite,True,végétation,group,land_and_boundaries,not_applicable,no,dataset,french,"The record provides statistical data on vegetation cover in urban areas, which is a land cover dataset.",785,115,
oai:open.canada.ca:a6e838e3-285b-40a9-bfc0-c5556a68f6fc,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,"The record is about economic indicators and wage expectations, which does not involve living organisms or ecosystems.",825,110,
oai:data.calgary.ca:d52q-zsxs,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record describes a map of language communities in Calgary, which does not concern living organisms or ecosystems.",721,111,
oai:borealisdata.ca-dataverse-carleton:91917,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a dataset of air quality measurements (PM2.5 and NO2) for various Canadian cities, which are physical/chemical environmental parameters.",930,124,
oai:borealisdata.ca-dataverse-odesi-data:590141_493340,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record describes a survey about residential telephone service penetration and household income, which does not involve living organisms or ecosystems.",1058,114,
oai:catalogue.data.gov.bc.ca:b-c-watershed-atlas-50k-central-coast-land-and-resource-management-plan-cclrmp,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes a watershed atlas and land use planning boundaries, which are cartographic and administrative in nature without mentioning specific living organisms or ecological purposes.",938,122,
oai:catalogue.cioos.ca:16cfe70c-1286-4939-80d3-d7d2b73edcdd,gemini-3.1-flash-lite,True,chlorophylle,group,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes a fluorometer and turbidity sensor deployment for physical measurements, mentioning chlorophyll as a proxy for biological activity in the ecosystem.",1029,129,
oai:https-zenodo.org:10.5281/zenodo.18038498,gemini-3.1-flash-lite,True,,none,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,"The record provides code and data for a study on nature-based solutions related to biodiversity, climate, and water targets.",859,120,
oai:gnb.socrata.com:ddsc-9n6x,gemini-3.1-flash-lite,True,forest,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english and french,"The record describes forest roads used to access forest resources, which falls under forestry management rather than the study of the organisms themselves.",811,129,
oai:publications.polymtl.ca:oai:publications.polymtl.ca:73250,gemini-3.1-flash-lite,True,,none,forestry_agriculture_fisheries,yes,not_applicable,report,english,The record is a tutorial for forest inventory tasks including species classification and biomass prediction using airborne laser scanning data.,816,115,
oai:catalogue.cioos.ca:37f1e3fc-6314-44cb-a5c9-a5ad5ce5d183,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes the deployment of a current meter to measure physical oceanographic parameters like current speed, direction, temperature, and pressure.",926,119,
oai:catalogue.data.gov.bc.ca:forest-cover-roads-for-qci,gemini-3.1-flash-lite,True,forest,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record describes a dataset of forest cover roads, which relates to forestry infrastructure rather than the organisms themselves.",836,123,
oai:https-zenodo.org:10.5281/zenodo.16583708,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,other,english,"The record describes a data platform for auroral science and space physics, which does not involve living organisms.",942,114,
oai:catalogue.data.gov.bc.ca:health-service-delivery-area-boundaries,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes administrative geographical boundaries for health service delivery areas in British Columbia.,813,106,
oai:datadryad.org:doi:10.5061/dryad.n2z34tn49,gemini-3.1-flash-lite,True,Phytoplankton; sea ice algae; benthic primary producers; microalgae; macroalgae; seagrasses; macrophyte,group,habitat_or_ecosystem,not_applicable,not_applicable,report,english,The record is a scientific perspective document discussing the role and productivity of various benthic primary producers within Arctic marine ecosystems.,1117,171,
oai:open.canada.ca:b5eec541-90d2-f93b-f8ee-54ea335c9b5e,gemini-3.1-flash-lite,True,wildlife,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record describes a dataset containing population metrics and harvest statistics for managed wildlife species.,762,119,
oai:open.alberta.ca:gda-00b21d9e-9428-47e6-baa3-08d57a6b95a0,gemini-3.1-flash-lite,True,vegetation,group,land_and_boundaries,not_applicable,yes,dataset,english,"The record describes a spatial dataset of ecological site classifications based on vegetation inventory and LiDAR data, which serves an ecological purpose.",991,126,
oai:open.canada.ca:52edb524-3164-41dd-afbb-ce8ba06afdfb,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record concerns financial and physical condition data for public infrastructure assets and does not mention living organisms.,839,110,
oai:https-zenodo.org:10.5281/zenodo.13903555,gemini-3.1-flash-lite,True,brain,group,human_health,not_applicable,not_applicable,dataset,english,The record is a dataset concerning optical markers of brain activity in humans.,733,115,
oai:data.edmonton.ca:ghw2-mnwv,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes a public opinion survey regarding urban infill development and does not mention living organisms or ecological topics.,900,113,
oai:https-zenodo.org:10.5281/zenodo.15271943,gemini-3.1-flash-lite,True,Citharistes regius; Sukunaarchaeum; archaeal,species,organisms,not_applicable,not_applicable,dataset,english,The record provides genomic and phylogenetic data for specific archaeal species and lineages.,1952,135,
oai:open.canada.ca:4763a3be-e72b-7a6d-dee1-e16cbfe09d87,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes a groundwater level monitoring network using pressure and temperature sensors, which is a physical measurement of the environment.",947,116,
oai:open.canada.ca:37d76d67-0304-4e79-8a56-a839097ddd3d,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes a meteorological dataset for precipitation type and intensity based on radar and temperature data, with no mention of living organisms.",876,118,
oai:borealisdata.ca-dataverse-ubc:153503_150149,gemini-3.1-flash-lite,True,Turdoides bicolor,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing genetic and observational data regarding the reproductive behavior and social structure of the bird species Turdoides bicolor.,1066,128,
oai:gnb.socrata.com:8csu-wsi9,gemini-3.1-flash-lite,True,Hemlock Looper; l'arpenteuse de la pruche; spruce budworm; tordeuse des bourgeons de l'épinette,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,English and French,The record describes a monitoring program for specific insect species using pheromone traps to track population trends for pest management purposes.,1450,168,
oai:pangaea.de:10.1594/pangaea.962234,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes physical measurements of sea ice draft and distance using sonar altimetry, with no mention of living organisms.",1019,116,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/49883,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is about mathematics education and does not mention living organisms or ecosystems.,763,106,
oai:data.ontario.ca:digital-soil-mapping,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,yes,dataset,french,"The record describes a digital soil mapping project used for land use planning and ecological monitoring, which falls under land and boundaries with a stated ecological purpose.",1155,122,
oai:abacus.library.ubc.ca-dataverse-statcan-public:45269,gemini-3.1-flash-lite,True,lawns; gardens,group,other,not_applicable,not_applicable,dataset,english,"The record is a survey of household environmental practices and socio-demographic characteristics, which does not fit into the other specific topic categories.",879,133,
oai:datadryad.org:doi:10.5061/dryad.q83bk3jrz,gemini-3.1-flash-lite,True,birds; Seabirds; shorebirds; Waterfowl; Avian; Passerines,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing amplitude measurements of bird vocalizations and associated environmental data.,945,148,
oai:frdr-dfdr.ca:oai:www.frdr-dfdr.ca:528d6379-0b51-4fbc-89a7-15ea9fdecfa0,gemini-3.1-flash-lite,True,Capitella teleta; polychaete; worm,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset containing behavioural and genetic data for the marine worm Capitella teleta.,965,135,
oai:open.canada.ca:47bf4555-ce3c-492f-a367-a6eab1862970,gemini-3.1-flash-lite,True,homard d'Amérique; American Lobster,species,organisms,not_applicable,not_applicable,dataset,french,The record describes a dataset mapping the presence of the American Lobster to assist in oil spill response planning.,1095,129,
oai:datadryad.org:doi:10.5061/dryad.j08jp,gemini-3.1-flash-lite,True,Haloferax; halophilic archaea; Archaea; Haloarcula,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a genomic sequencing dataset of specific archaeal groups and discusses their biological properties and gene metabolism.,946,144,
oai:borealisdata.ca-dataverse-carleton:113515_106202,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,"The record is an architectural and historical assessment of a farm building and site, not focusing on living organisms or ecosystems.",1169,114,
oai:open.alberta.ca:gda-dig_2008_0016,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record describes geological and paleogeographical GIS data for the Western Canada Sedimentary Basin and does not mention any living organisms.,1153,118,
