record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:co-opendata-camaps.hub.arcgis.com:c0e173ff9f4c4c6fa1cb616fc8ccb7dd,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about groundwater quality and chemical measurements with no living subject mentioned.,871,108,
oai:open.canada.ca:d6e9726b-ed92-4ef5-afd4-1a219a22c42f,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record provides economic data on computer price indexes and does not mention living organisms or ecosystems.,877,109,
oai:borealisdata.ca:394871_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes a historical topographic map sheet of Queenstown, Alberta without an ecological purpose.",1098,111,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/55502,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,other,english,The record is about mathematical and geophysical fluid mechanics with no mention of living things.,749,109,
oai:borealisdata.ca-dataverse-toronto:67689_65708_65709_65713,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about a physical experiment on icicles and phase change with no mention of living things.,759,113,
oai:open.canada.ca:38af4271-d0c2-448b-9217-b5d0b0217c29,gemini-3.5-flash-lite,True,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record measures total nitrogen and total phosphorus in Lake Winnipeg and its tributaries, focusing on water quality indicators rather than specific organisms.",1183,118,
oai:https-zenodo.org:10.5281/zenodo.10594233,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record provides data for a publication about fire hazard and disasters in forests without focusing on living organisms or ecological purposes.,740,114,
oai:borealisdata.ca-dataverse-ubc:152326_150149,gemini-3.5-flash-lite,True,Crotalus oreganus; Western Rattlesnakes; snake; snakes; reptile,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset presenting genetic sequencing data and population structure analysis for Western Rattlesnakes to inform conservation.,1155,153,
oai:catalogue.data.gov.bc.ca:local-government-statistics-home-owner-grant-analysis-municipality-2003,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides financial and statistical data from local governments about home owner grants, involving no living things or ecological topics.",884,114,
oai:catalogue-saintjohn.opendata.arcgis.com:cd6dea4fa9644dceba94935b275e5d4d,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about transit bus stops and transportation without any mention of living things.,753,107,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/52334,gemini-3.5-flash-lite,True,plants; animals,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset discussing cell polarity in plants and animals from a biological perspective.,754,121,
oai:datadryad.org:doi:10.5061/dryad.12jm63z9f,gemini-3.5-flash-lite,True,plant,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record is a dataset about understory vegetation and plant diversity comparing harvest retention patches and wildfires in the boreal forest.,1092,125,
oai:catalogue.data.gov.bc.ca:telus-utility-data,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record provides GIS data for telecommunications infrastructure and utilities with no mention of living things.,898,109,
oai:borealisdata.ca-dataverse-guelph:106233_16_41153_41156,gemini-3.5-flash-lite,True,oats,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record is an agricultural dataset about field trials on oats to improve crop quality and yield.,840,121,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/77473,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record is a mathematical research paper discussing polynomials and algebra with no mention of living things or ecosystems.,863,111,
oai:https-zenodo.org:10.5281/zenodo.15778242,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,The record is a poster about digital research infrastructure services and does not concern living organisms.,884,108,
oai:datadryad.org:doi:10.5061/dryad.280gb5mzw,gemini-3.5-flash-lite,True,humans; mice; Neutrophils,group,organisms,not_applicable,not_applicable,report,english,The record is a scientific report detailing the regulatory functions and characteristics of neutrophil subsets in humans and mice during severe viral respiratory infections.,989,136,
oai:open.canada.ca:450b67bb-02d5-4526-8bc0-ac7924125a1e,gemini-3.5-flash-lite,True,forêt,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,"The record is a dataset about forest pest infestations mapped through aerial surveys, concerning forest health and disturbance agents.",895,124,
oai:open.canada.ca:7cf96b71-594c-4200-9dc9-2baeb787b32c,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record describes a survey on business innovation and strategy among multinational enterprises, with no mention of living things or ecosystems.",814,114,
oai:borealisdata.ca-dataverse-toronto:1190145,gemini-3.5-flash-lite,True,beech,group,organisms,not_applicable,not_applicable,dataset,english,The record contains replication data about beech bark disease severity assessments in a forest and mentions beech organisms.,824,119,
oai:catalogue.data.gov.bc.ca:gulls-coastal-resource-information-management-system-crims,gemini-3.5-flash-lite,True,gulls; Seabirds; marine bird; gull,group,organisms,not_applicable,not_applicable,dataset,english,"The record is about the distribution and habitat of gull species, making it primarily about organisms in a dataset form.",875,141,
oai:datadryad.org:doi:10.5061/dryad.ns1rn8q79,gemini-3.5-flash-lite,True,moose; Alces americanus,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the movement strategies and ecology of the moose species Alces americanus.,944,128,
oai:open.yukon.ca-data:surface-disturbance-areal-features,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record provides a dataset of anthropogenic surface disturbance features with no mention of living organisms or ecological purpose.,1611,113,
oai:open.canada.ca:b3b9cb76-03c5-4d14-a240-220941d5a2de,gemini-3.5-flash-lite,True,orge; blé; lin; avoine; maïs; canola; soja; bétail,species,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record is an agricultural dataset about crop production, residue yields, and biomass inventories without focusing directly on the biology of the organisms themselves.",1005,171,
oai:open.moncton.ca:2253b5265af949d49b2c4173a8811b88,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,policy,english,This record is a municipal by-law concerning council proceedings and contains no mention of living things.,750,110,
oai:abacus.library.ubc.ca-dataverse-statcan-public:45718,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,report,english,"The record is about human occupational mortality and health surveillance, containing no living organisms from a biodiversity perspective.",907,113,
oai:open.canada.ca:0cbcb3d7-64db-4317-a832-589b49a38cff,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,french,"The record contains ministerial letters published by cabinet members of the Yukon government, which is an administrative topic unrelated to living things.",747,115,
oai:open.canada.ca:29fedb0e-1a98-4f62-a995-ea050baf25df,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,french,"The record discusses petrology, mineral compositions, and thermodynamic modeling of volcanic rocks and xenoliths with no living subjects.",1077,117,
oai:datadryad.org:doi:10.5061/dryad.f4qrfj6vc,gemini-3.5-flash-lite,True,Canada lynx; Lynx canadensis; lynx,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the range dynamics and populations of the Canada lynx species based on harvest records.,1071,137,
oai:abacus.library.ubc.ca-dataverse-statcan-public:45989,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record is a survey dataset about post-secondary graduates and their labour-market experiences, with no mention of living things.",844,116,
oai:catalogue.cioos.ca:5bf77836-640a-4d64-b01f-35aca7eba556,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about an ocean oxygen sensor deployment measuring dissolved oxygen concentration in sea water without any living subjects mentioned.,891,115,
oai:open.canada.ca:81a43e76-ac15-4bbc-a6e3-b1867c36f0bc,gemini-3.5-flash-lite,True,végétales,group,habitat_or_ecosystem,not_applicable,yes,dataset,french,The record provides a dataset of broad ecosystem units mapping plant communities and terrain types for ecological classification.,1207,124,
oai:borealisdata.ca:385711_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced raster image of a historical topographic map showing physical and man-made features without an ecological purpose.,1101,120,
oai:open.canada.ca:9a51b3d5-4e3e-590f-a422-74e81c9e86f6,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about geophysical and magnetotelluric seismic data with no living organisms mentioned.,851,111,
oai:open.yukon.ca-data:mule-deer-wildlife-key-area-250k,gemini-3.5-flash-lite,True,Mule Deer; wildlife,group,land_and_boundaries,not_applicable,yes,dataset,english,The record provides spatial data and polygons for wildlife key areas with an ecological conservation purpose concerning specific wildlife such as Mule Deer.,1084,133,
oai:opendata-cityofgp.hub.arcgis.com:65a30f733d394cf29072ef5d8cfd4c12,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,This record is an aerial imagery dataset of the City of Grande Prairie and contains no references to living organisms.,907,114,
oai:borealisdata.ca-dataverse-laurier:722159_137_716466,gemini-3.5-flash-lite,True,tree,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record is a dataset about post-fire tree stem density and species-specific seedling densities following wildfires in boreal forests.,1118,126,
oai:opendata.vancouver.ca:building-footprints-2015,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record provides a dataset of building footprints in the City of Vancouver with no mention of living things or ecological purposes.,875,116,
